datetime,shortcode,likes,comment,caption,is_video,instagram_url
2025-09-08 22:14:05,3717408477938920198,3,,"It’s more than just work.

Behind every high-vis vest is a person, putting in the hours, doing the mahi, and showing up rain or shine.

That’s why we show up too.

Whether it’s a BBQ on-site, a quick yarn, or a simple check-in, it’s our way of saying we see you. Not just for what you do, but for who you are.

These small moments? They’re how trust is built. How loyalty is earned. How strong crews, and stronger communities, are formed.

At Extrastaff, we’re not just filling roles.
We’re backing people. Every day, every site.

Appreciation you can taste.
Support you can count on.",False,https://www.instagram.com/p/3717408477938920198/
2025-09-01 21:10:09,3712302873792700633,7,,"Showing up matters.

Sometimes it’s as simple as firing up the BBQ.

BBQ shouts aren’t just about feeding the team, they’re about showing up, saying thank you, and recognising the hard work that happens day in and day out on site.

In tough conditions, tight deadlines, and high-pressure environments, it’s important our workers feel seen, valued, and supported. A hot meal and a genuine kōrero go a long way.

At Extrastaff, we believe showing up for our workforce is just as important as placing them. That’s how you build trust, loyalty, and lasting partnerships.

We’ll keep backing our people, one site at a time.

_
#extrastaff",False,https://www.instagram.com/p/3712302873792700633/
2025-08-27 22:32:31,3708720449506720852,13,,"MEET OUR TEAM
Stacey Osborne | Chief Financial Officer

With over 18 years of experience in the Accounting sector, Stacey brings a wealth of financial expertise to the Infrawork Group.

Her career began with leading firms KPMG and BDO, before progressing into senior leadership roles within the Transport and Retail sectors, where she refined her strategic and operational financial acumen.

As CFO, Stacey provides critical insight and direction to support sustainable growth, financial stability, and operational excellence across the business.

She’s a key driver of sound governance and performance, ensuring the financial health of the organisation while empowering teams to deliver value at every level.

Stacey’s commitment to integrity, transparency, and continuous improvement makes her an essential part of the leadership team driving Infrawork Group’s success.

_
#Extrastaff #InfraworkGroup #RecruitmentNZ #CFO #FinancialLeadership #MeetOurTeam #PeopleFirst #NZJobs #WorkforceExperts",False,https://www.instagram.com/p/3708720449506720852/
2025-08-25 21:05:10,3707226932407364763,6,,"☕ First impressions matter, and so does showing up.

Here’s @anitasharp_ one of our newest recruiters, grabbing coffee before her first sales meeting with potential clients. But it didn’t stop there, Anita also visited their project site to get a real feel for the work they’re doing.

At Extrastaff, we believe recruitment is more than just matching resumes. It’s about understanding the job, the environment, and the people behind every project, so we can deliver exactly the right skilled labour solutions.

Building relationships. Seeing the bigger picture and getting the job done. That’s how we work.

_
#Extrastaff #PeopleFirst #SiteVisit #RecruitmentWithHeart #WorkforceExperts #ClientFocus #ConsultantLife #InfrastructureNZ #InfraworkGroup",False,https://www.instagram.com/p/3707226932407364763/
2025-08-20 22:41:14,3703651406583444457,2,,"You’ve seen our work, even if you didn’t know it.

From the City Rail Link in Auckland to Transmission Gully in Wellington, Extrastaff has helped build some of New Zealand’s most high-profile infrastructure and commercial projects.

With over 120,000 successful job placements and a network of 500+ clients, we’re trusted to deliver the skilled labour that gets the job done: safely, efficiently, and on time.

🛠️ Large-scale infrastructure
🏢 Commercial construction
🌱 Horticulture, healthcare, logistics, office & more
🌏 Local & migrant workforce solutions

We’re more than recruiters, we’re workforce partners.

When it’s time to build, New Zealand builds with Extrastaff.

_
#Extrastaff #WorkforceExperts #BuiltByPeople #NZInfrastructure #CityRailLink #TransmissionGully #SkilledLabour #RecruitmentLeaders #InfraworkGroup #TrustedByMany",False,https://www.instagram.com/p/3703651406583444457/
2025-08-18 20:43:50,3702142764499888285,2,,"🏗️ NZ Qualified Builders, we need you!
Looking for long-term, full-time work in Hamilton? We’re hiring experienced builders for solid projects across the Waikato region — residential & commercial.

📍 Hamilton-based
📅 Ongoing, long-term work
🚀 Career growth & upskilling opportunities

If you’re trade-qualified with solid experience and ready to build something great, we want to hear from you.

Apply now: Link in bio. 
Let’s build your future 👷‍♂️

_
#Extrastaff #ConstructionJobsNZ #BuilderJobs #HamiltonJobs #SkilledTrades #NZBuilder #WaikatoWork #HiringNow #BuildWithUs",False,https://www.instagram.com/p/3702142764499888285/
2025-08-13 22:48:10,3698581462502531740,3,,"When New Zealand needs skilled labour, we deliver.

From urgent fill-ins to full project crews, Extrastaff provides the people who keep NZ working. We’ve placed over 120,000 workers and partnered with 500+ businesses nationwide.

🔧 Any sector, any scale
🌍 Local & migrant talent
⚡ Fast, flexible, reliable

Work doesn’t stop. Neither do we.

_
#Extrastaff #NZJobs #WorkforceReady #SkilledLabourNZ #PeoplePower #InfraworkGroup #RecruitmentNZ #EssentialWorkforce",False,https://www.instagram.com/p/3698581462502531740/
2025-08-11 21:12:59,3697084004194737699,1,,"500+ clients can’t be wrong.
From government agencies to local legends and multinational giants, Extrastaff is the go-to partner for scalable, skilled labour across Aotearoa.

💼 Construction | Industrial | Health | Manufacturing | Office
⏱️ Flexible, 24/7 service
🔒 Fully vetted, work-ready teams

Join the companies building NZ with people who get the job done.

_
#Extrastaff #TrustedBy500 #WorkforceExperts #SkilledLabourNZ #NZBusiness #RecruitmentDoneRight #InfraworkGroup",False,https://www.instagram.com/p/3697084004194737699/
2025-08-07 01:01:05,3693574932782478804,3,,"At Extrastaff, building strong connections is key.
Michaela, one of our dedicated recruiters, works closely with Sharpie from @grouting.services to ensure every placement is a perfect fit.
By understanding the unique needs of both clients and candidates, we provide reliable, skilled workers who thrive on quality and safety.

We believe in supporting everyone throughout the process, checking in regularly, addressing concerns, and fostering trust.
For Sharpie, this means dependable teams that get the job done right. For candidates, it means meaningful roles with growth opportunities and ongoing support.

It’s more than just recruitment; it’s about creating lasting partnerships that benefit everyone involved.",False,https://www.instagram.com/p/3693574932782478804/
2025-08-04 20:32:48,3691990351793137267,5,,"Since 1965, we’ve been powering New Zealand’s workforce.
From humble beginnings to 120,000+ job placements, Extrastaff has proudly supported the people behind Aotearoa’s biggest infrastructure, commercial, and community projects.

💪 Trusted by 500+ clients nationwide
🚧 Specialists in trades, industrial, health, office & more
🌍 Local & migrant workforce solutions
🇳🇿 100% NZ-owned and operated

Experience matters. People matter more.

_
#Extrastaff #Since1965 #NZWorkforce #RecruitmentExperts #InfraworkGroup #KiwiBusiness #SkilledLabour #JobsNZ #NewZealandMade",False,https://www.instagram.com/p/3691990351793137267/
2025-07-28 21:24:42,3686943040511798303,3,,"Manufacturing & Logistics Staffing: ready when you are.

From the factory floor to final delivery, we’ve got the people to keep your operation moving.

We supply: • Factory & production workers • Pickers, packers & warehouse staff • Drivers, groundskeepers & viticulturists • Skilled & licensed workers across metalwork, plastics, electronics & more • Admin & management staff

We take the time to understand your business and deliver candidates who fit, skills, experience, and mindset included.
Health & safety is always front of mind, and our recruits are ready to hit the ground running.

📦 Need manufacturing or logistics staff? Let’s make it happen.

📞 Get in touch today! 🌐 extrastaff.co.nz 📧 contact@extrastaff.co.nz 📱 0800 662 511

_
#ExtraStaff #Manufacturing",False,https://www.instagram.com/p/3686943040511798303/
2025-07-23 20:47:21,3683300362641250599,2,,"🛠 Looking for consistent work in construction? We’re hiring!

Extrastaff is seeking Site Safe Labourers to join our Christchurch-based teams on commercial sites.

If you’ve got a strong work ethic, a great attitude, and enjoy being part of a team, you’re exactly who we’re after.

• Current Site Safe
• ⁠Clean MOJ & can pass a drug test
• ⁠Restricted licence + reliable transport
• ⁠Hardworking, reliable, and team-focused
• ⁠Previous site experience preferred

We offer:
• Weekly pay
• Full PPE supplied
• 8–10 hour days, Monday–Friday
• Supportive team environment

Apply now: link in bio.

_
#WeAreHiring #ConstructionJobsNZ #LabourersNZ #ExtraStaff #SkilledJobs #ChristchurchJobs #WorkWithUs #TradesNZ #RecruitmentNZ",False,https://www.instagram.com/p/3683300362641250599/
2025-07-21 20:01:21,3681827659073734691,5,,"Trades & Construction Staffing: sorted.
Need skilled workers on-site fast? We’ve got you covered.
From labourers to licensed tradespeople, builders, electricians, plumbers, tilers, and more, our database is stacked with reliable, site-ready talent.

We provide: • Temporary or permanent staff • Civil & commercial trades • Full screening, drug testing & police checks if needed

Whether it’s a short-term job or a major project, we deliver the right people, right when you need them.

📞 Get in touch today! 🌐 extrastaff.co.nz 📧 contact@extrastaff.co.nz 📱 0800 662 511

_ #ExtraStaff #Trades #Construction",False,https://www.instagram.com/p/3681827659073734691/
2025-07-16 21:51:19,3678259130735140680,2,,"Recruiting Offshore? We’re already set up!

As an accredited provider, we’re approved to bring international workers into New Zealand safely and legally.

That means less paperwork, fewer delays, and faster placement of the right people for the job.

Construction, manufacturing, trades, we’ve got it covered.

_
#ExtraStaff #WorkInNZ #Recruitment #ImmigrationAccredited #NZJobs",False,https://www.instagram.com/p/3678259130735140680/
2025-07-13 20:41:12,3676049508926292047,0,,"MEET OUR TEAM
Samsara Cawley | Chief Sales Officer
Samsara is a passionate leader who brings energy, excellence, and empathy to everything she does.

As our Chief Sales Officer, she’s committed to exceeding expectations, for her team, clients, and candidates alike.

With a natural drive to build meaningful connections and lasting relationships, Samsara thrives in fast-paced environments where people are the business.

She leads by example, always striving to engage, support, and develop her team every step of the way.

_
#Extrastaff #RecruitmentNS #Extrastaffteam #WorkWithUs #NZJobs #LookingOutForPeopleLookingOutForJobs",False,https://www.instagram.com/p/3676049508926292047/
2025-07-10 18:57:32,3673823008785401000,2,,"Looking out for People. Looking out for Jobs.

Spot the difference?
Whether you’re hiring or job hunting, ExtraStaff is your trusted partner.

With proven industry expertise and a people-first approach, we deliver results that set us apart.

What We Do:
• Trades & Construction: Builders, labourers & site-ready crews
• Manufacturing: Quality staff across all levels
• Health: Trusted professionals with care & precision
• Industrial: Labour solutions for any scale or duration
• Office: Admin, accounts & support staff
• Horticulture: Reliable workers for seasonal & ongoing roles

📞 Get in touch today!
🌐 extrastaff.co.nz
📧 contact@extrastaff.co.nz
📱 0800 662 511

_
#ExtraStaff #RecruitmentNZ #WeAreHiring #WorkWithUs #NZJobs #HiringNow",False,https://www.instagram.com/p/3673823008785401000/
2025-07-07 21:33:37,3671727242650562110,2,,"Need 20 workers this week, and 100 next month? We’ve got you.
ExtraStaff’s bulk labour model is built for big projects that move fast. From trades and manufacturing to office roles and logistics, we supply the right people, right when you need them.

• Flexible staffing
• NZ-wide coverage
• ⁠Fully compliant + accredited

We’re ready when you are.

_
#Extrastaff #WorkforceFlexibility #BulkLabourNZ #ProjectStaffing #RecruitmentThatWorks",False,https://www.instagram.com/p/3671727242650562110/
2025-07-02 21:32:26,3668102768772433010,2,,"🔨 Looking for your next opportunity in Carpentry? We’re hiring!

ExtraStaff is seeking NZ Qualified Carpenters to join our Christchurch-based teams.

If you take pride in your workmanship, are organised, trustworthy, and motivated to deliver quality results, we want to hear from you.

• 4+ years experience
• ⁠ Strong work ethic & time management
• ⁠ Commitment to safety & quality
• ⁠ Full-time, permanent roles available

Whether you’re a Rough Carpenter or Finishing Carpenter, our clients are ready for you.

Apply now: link in bio.

_
#WeAreHiring #CarpentryJobsNZ #TradesNZ #ExtraStaffNZ #SkilledJobs #JoinOurTeam #ChristchurchJobs #ConstructionNZ #RecruitmentNZ #WorkWithUs",False,https://www.instagram.com/p/3668102768772433010/
2025-06-30 21:53:41,3666663907777270887,1,,"People you can rely on. Work you can trust.

At ExtraStaff, we connect skilled, dependable workers with businesses that need them, fast.
From construction sites to warehouses, factories to offices, we know what it takes to keep your operation running smoothly.
Whether you’re looking for short-term support or long-term staffing, we’ve got the team, the tools, and the talent to deliver.

• Site-ready workers • Reliable placements • Industry-matched skills • Fully screened & safety-focused

Need staff or looking for work? ExtraStaff is your trusted partner.

📞 Get in touch today! 🌐 extrastaff.co.nz 📧 contact@extrastaff.co.nz 📱 0800 662 511

_ #ExtraStaff #WorkWithUs #StaffingSolutions #RecruitmentNZ",False,https://www.instagram.com/p/3666663907777270887/
2025-06-25 22:47:03,3663066895752288782,0,,"City Rail Link. We help power NZ’s biggest builds.

From infrastructure to manufacturing, ExtraStaff provides skilled labour to the projects that move New Zealand forward.

Why do the biggest names in the industry choose us?
• Scale & flexibility
• Accredited processes
• 120,000+ placements (and counting)

Let’s build something big, together.

_
#Extrastaff #CityRailLink #InfrastructureNZ #SkilledLabour #ProjectWorkforce #WeDeliver",False,https://www.instagram.com/p/3663066895752288782/
2025-06-23 21:07:10,3661567066714731536,0,,"The real engine behind 120,000 placements? Our people.

At ExtraStaff, it’s not just about recruitment, it’s about people.
From recruiters and visa experts to coordinators and client managers, our internal crew works around the clock to support clients, candidates, and each other.

We’re proud of the energy, professionalism, and heart behind every successful placement.

• 500+ active clients
• Nationwide support
• 24/7 commitment

We got to celebrate that passion and drive at the RCSA Recruitment Gala 2025, a fantastic night honouring the people who make our industry thrive.
Congrats to all the finalists, and here’s to a big second half of the year! ✨

_
#ExtraStaff #TeamExtraStaff #RecruitmentExperts #OfficeCulture #WorkforceSolutions #RCSAGala2025 #Recruitment",False,https://www.instagram.com/p/3661567066714731536/
2025-06-18 00:12:59,3657311936942995472,0,,"We’re proud to announce that Extrastaff is an accredited employer under Immigration New Zealand’s Accredited Employer Work Visa (AEWV) scheme.

This accreditation enables us to recruit and support skilled international workers with visa sponsorship and extensions, helping you secure employment and confidently navigate the visa process.

If you:
• Have recently been made redundant
• Are skilled in the trade sector and seeking visa sponsorship
• Or need support extending your visa

Get in touch today to learn more!
🌐 extrastaff.co.nz
📞 0800 662 511
✉️ contact@extrastaff.co.nz

We’re here to support your employment journey in New Zealand.

_
#Extrastaff #AccreditedEmployer #AEWV #VisaSupport #TradeJobsNZ #WorkInNZ #SkilledMigrants",False,https://www.instagram.com/p/3657311936942995472/
